,Page_No.,Type_of_property,Place,Property_Name,Price_in_lakhs,Min_Area(sft),Max_Area(sft),Posted_Date,Posted_By,BHK,Baths
856,35,Residential Apartment,Chandanagar,Anuradha Siri Jewels,98.13,1627 ,1627 ,2021-07-08,Dealer,3 ,3 
857,35,Residential Apartment,Bachupally,Fortune Mayura,80.0,1450 ,1450 ,,Dealer,3 ,3 
858,35,Residential Apartment,Bachupally,Fortune Mayura,80.0,1353 ,1353 ,,Dealer,3 ,3 
859,35,Residential Apartment,Bachupally,Fortune Mayura,88.94,1617 ,1617 ,,Dealer,3 ,3 
860,35,Independent House,Mamidipally,,75.0,2403 ,2403 ,2021-06-28,Dealer,2 ,2 
861,35,Residential Apartment,Miyapur,Miyapur,86.3,1569 ,1569 ,,Dealer,3 ,3 
862,35,Residential Apartment,Miyapur,Miyapur,86.3,1569 ,1569 ,,Dealer,3 ,3 
863,35,Residential Apartment,Gachibowli,The Legacy,68.34,1255 ,1255 ,2021-07-15,Dealer,2 ,2 
864,35,Residential Apartment,Gachibowli,The Legacy,63.8,1159 ,1159 ,2021-07-15,Dealer,2 ,2 
865,35,Residential Apartment,Gachibowli,The Legacy,77.17,1470 ,1470 ,2021-07-15,Dealer,3 ,2 
866,35,Residential Apartment,Gachibowli,The Legacy,77.17,1473 ,1473 ,2021-07-15,Dealer,3 ,3 
867,35,Residential land / Plot,Sangareddy,,27.22,1485 ,1485 ,2021-07-13,Dealer,0,0
868,35,Independent House,Tellapur,,0.0,3930 ,3930 ,2021-08-08,Dealer,3 ,4 
869,35,Independent House,Nagaram,,130.0,1800 ,1800 ,2021-07-30,Dealer,2 ,2 
870,35,Independent House,Kismathpur,Ramky Tranquillas,450.0,3661 ,3661 ,2021-08-03,Dealer,3 ,3 
871,35,Residential Apartment,Gachibowli,Phoenix Golfedge Residences,175.0,2018 ,2018 ,2021-07-21,Dealer,3 ,3 
872,35,Residential Apartment,Narsingi,Pratyusha Malathi Nivas,150.0,1950 ,1950 ,2021-07-16,Dealer,3 ,3 
873,35,Residential Apartment,Narsingi,Pratyusha Malathi Nivas,170.0,1950 ,1950 ,2021-07-16,Dealer,3 ,2 
874,35,Residential Apartment,Pragathi Colony,Gattu Enclave,42.0,925 ,925 ,2021-07-17,Dealer,2 ,2 
875,36,Residential Apartment,Appa Junction,On Request,145.0,1795 ,1795 ,2021-07-24,Dealer,3 ,3 
876,36,Residential Apartment,Sai Bhagwan Colony,sai bhagwan colony,99.0,1500 ,1500 ,2021-08-07,Dealer,3 ,3 
877,36,Residential Apartment,Narsingi,Muppas Aaradhya,120.0,1465 ,1465 ,2021-08-07,Dealer,3 ,3 
878,36,Residential Apartment,Between Airport & Hi-tech city,NCC Urban Nagarjuna Residency,220.0,2430 ,2430 ,2021-07-30,Dealer,3 ,3 
879,36,Residential land / Plot,Yadagirigutta,Visishta Yadadri Meadows,31.0,2232 ,2232 ,2021-06-24,Dealer,0,0
880,36,Residential land / Plot,Yadagirigutta,Visishta Yadadri Meadows,50.0,3600 ,3600 ,2021-06-24,Dealer,0,0
881,36,Residential land / Plot,Yadagirigutta,Visishta Yadadri Meadows,37.25,2682 ,2682 ,2021-06-24,Dealer,0,0
882,36,Residential land / Plot,Yadagirigutta,Visishta Yadadri Meadows,44.63,3213 ,3213 ,2021-06-24,Dealer,0,0
883,36,Residential land / Plot,Bibinagar,,13.0,900 ,900 ,2021-06-24,Dealer,0,0
884,36,Independent House,Beeramguda,,145.0,1485 ,1485 ,2021-08-06,Dealer,2 ,2 
885,36,Residential Apartment,Chandanagar,Anuradha Siri Jewels,98.0,1665 ,1665 ,2021-06-26,Dealer,3 ,3 
886,36,Residential Apartment,Miyapur,Miyapur,86.3,1569 ,1569 ,,Dealer,3 ,3 
887,36,Residential Apartment,Miyapur,Miyapur,86.3,1569 ,1569 ,,Dealer,3 ,3 
888,36,Independent House,Kakatiyanagar,kakathiya nagar,180.0,2700 ,2700 ,2021-07-03,Dealer,3 ,3 
889,36,Independent House,Kokapet,EIPL River Edge,40.0,3420 ,3420 ,2021-07-24,Dealer,5 ,5 
890,36,Independent House,Kokapet,EIPL River Edge,150.0,3843 ,3843 ,2021-07-24,Dealer,4 ,5 
891,36,Residential Apartment,Moti Nagar,Brigade Citadel,89.0,1174,1366 ,2021-08-03,Dealer,2 ,2 
892,36,Residential Apartment,Gachibowli,Urban Haven,172.0,2200 ,2200 ,2021-07-16,Dealer,3 ,3 
893,36,Residential Apartment,Mokila,Subishi Town Centre,40.0,1027 ,1027 ,,Dealer,2 ,2 
894,36,Residential Apartment,Kondapur,Kondapur,70.0,1144 ,1144 ,,Dealer,2 ,2 
895,36,Independent House,Gopanpally,gopanpally,630.0,4300 ,4300 ,2021-08-07,Dealer,4 ,4 
896,36,Independent House,Khajaguda,Aparna Elixir,190.0,3600 ,3600 ,2021-07-24,Dealer,5 ,5 
897,36,Residential Apartment,Bachupally,Fortune Mayura,71.61,1193 ,1193 ,2021-07-24,Dealer,2 ,2 
898,36,Residential Apartment,Miyapur,Satya Sree Nivriti,84.68,1298 ,1298 ,2021-07-24,Dealer,2 ,2 
899,36,Independent House,Kokapet,,650.0,450 ,450 ,2021-08-08,Dealer,3 ,4 
900,37,Independent House,Narsingi,Vessella Meadows,550.0,308 ,308 ,2021-07-29,Dealer,5 ,5 
901,37,Residential Apartment,Machabolaram,Sunrise Residency,57.75,1050 ,1050 ,2021-06-28,Dealer,2 ,2 
902,37,Independent House,Gachibowli,gachibowli,460.0,330 ,330 ,2021-08-02,Dealer,4 ,6 
903,37,Residential Apartment,Gachibowli,S and S Green Grace,205.0,2580 ,2580 ,2021-08-07,Dealer,3 ,3 
904,37,Residential Apartment,Gachibowli,NCC Flats,550.0,5200 ,5200 ,2021-07-25,Dealer,6 ,4 
905,37,Residential Apartment,Nanakramguda,Theme Ambience Golf View,145.0,1920 ,1920 ,2021-07-17,Dealer,3 ,3 
906,37,Residential Apartment,Narsingi,Balaji Construction,90.0,1650 ,1650 ,2021-07-21,Dealer,3 ,3 
907,37,Residential Apartment,Jubilee Hills,Chandra Residency,95.0,1550 ,1550 ,,Dealer,3 ,3 
908,37,Independent House,Dr A.S Rao Nagar,,165.0,1530 ,1530 ,2021-07-29,Dealer,3 ,3 
909,37,Residential Apartment,Kondapur,Aparna Serene Park,182.0,1900 ,1900 ,2021-07-30,Dealer,3 ,3 
910,37,Independent House,Manchirevula Village,Radha Dews Ville,0.0,5220 ,5220 ,2021-07-24,Dealer,5 ,5 
911,37,Residential Apartment,Chandanagar,Anuradha Siri Jewels,98.1,1626 ,1626 ,2021-07-08,Dealer,3 ,3 
912,37,Residential Apartment,Chandanagar,Anuradha Siri Jewels,98.1,1624 ,1624 ,2021-07-08,Dealer,3 ,3 
913,37,Residential Apartment,Chandanagar,Anuradha Siri Jewels,98.12,1629 ,1629 ,2021-07-08,Dealer,3 ,3 
914,37,Residential Apartment,Chandanagar,Anuradha Siri Jewels,98.1,1628 ,1628 ,2021-07-08,Dealer,3 ,3 
915,37,Residential Apartment,Chandanagar,Anuradha Siri Jewels,98.11,1626 ,1626 ,2021-07-08,Dealer,3 ,3 
916,37,Residential Apartment,Chandanagar,Anuradha Siri Jewels,98.1,1628 ,1628 ,2021-07-08,Dealer,3 ,3 
917,37,Residential Apartment,Chandanagar,Anuradha Siri Jewels,98.01,1670 ,1670 ,2021-06-26,Dealer,3 ,3 
918,37,Residential Apartment,Chandanagar,Anuradha Siri Jewels,98.01,1667 ,1667 ,2021-06-26,Dealer,3 ,3 
919,37,Residential Apartment,Chandanagar,Anuradha Siri Jewels,98.01,1665 ,1665 ,2021-06-26,Dealer,3 ,3 
920,37,Residential Apartment,Chandanagar,Anuradha Siri Jewels,98.12,1669 ,1669 ,2021-06-26,Dealer,3 ,3 
921,37,Residential Apartment,Chandanagar,Anuradha Siri Jewels,980.0,1663 ,1663 ,2021-06-26,Dealer,3 ,3 
922,37,Residential Apartment,Chandanagar,Anuradha Siri Jewels,98.0,1671 ,1671 ,2021-06-26,Dealer,3 ,3 
923,37,Residential Apartment,Chandanagar,Anuradha Siri Jewels,98.01,1664 ,1664 ,2021-06-26,Dealer,3 ,3 
924,37,Residential Apartment,Chandanagar,Anuradha Siri Jewels,98.0,1665 ,1665 ,2021-06-26,Dealer,3 ,3 
925,38,Independent House,Turkayanmjal,On Request,135.0,1800 ,1800 ,2021-06-25,Dealer,4 ,5 
926,38,Residential Apartment,5th Phase KPHB,Lodha Meridian,185.0,2259 ,2259 ,2021-08-01,Dealer,3 ,3 
927,38,Independent House,Kokapet,kokapet,0.0,3384 ,3384 ,2021-08-07,Dealer,4 ,4 
928,38,Residential Apartment,Film Nagar,Suchir IVY Greens,350.0,3000 ,3000 ,2021-06-25,Dealer,3 ,4 
929,38,Independent House,Alwal,Alwal,180.0,3100 ,3100 ,2021-08-05,Dealer,5 ,5 
930,38,Independent House,Alwal,Alwal,180.0,3360 ,3360 ,2021-08-05,Dealer,5 ,5 
931,38,Independent House,Gachibowli,Rajapushpa Green Dale,630.0,4660 ,4660 ,2021-08-03,Dealer,4 ,5 
932,38,Independent House,Kokapet,Poulomi Aristos,150.0,5070 ,5070 ,2021-07-31,Dealer,5 ,6 
933,38,Independent House,alwal,,120.0,1240 ,1240 ,2021-07-27,Dealer,4 ,4 
934,38,Residential Apartment,alwal,alwal,108.0,1961 ,1961 ,2021-07-27,Dealer,3 ,3 
935,38,Independent House,Kokapet,Jains Four Seasons,723.0,5160 ,5160 ,2021-07-10,Dealer,4 ,4 
936,38,Independent House,Bagh Lingampally,bagh lingampally,0.0,4950 ,4950 ,2021-08-04,Dealer,4 ,4 
937,38,Independent House,Tirumala Nagar,"karnkhana, secendrabad",0.0,6300 ,6300 ,2021-08-03,Dealer,4 ,4 
938,38,Residential Apartment,Gopanpally,skywoods gopanpally,133.0,2150 ,2150 ,2021-08-03,Dealer,3 ,3 
939,38,Residential Apartment,Aminpur,aminpur,54.0,1200 ,1200 ,2021-08-03,Dealer,2 ,2 
940,38,Residential Apartment,Gopanpally,skywoods gopanpally,135.0,2175 ,2175 ,2021-08-03,Dealer,3 ,3 
941,38,Independent House,Sikh Village,,750.0,6300 ,6300 ,2021-08-03,Dealer,4 ,4 
942,38,Residential Apartment,Bachupally,Urbanrise Residences,57.14,1099 ,1099 ,2021-08-02,Dealer,2 ,2 
943,38,Residential Apartment,manikonda,manikonda apartment,0.0,1500 ,1500 ,2021-07-31,Dealer,3 ,3 
944,38,Residential Apartment,manikonda,manikonda apartment,117.0,1750 ,1750 ,2021-07-31,Dealer,3 ,3 
945,38,Residential Apartment,manikonda,manikonda apartments,81.73,1220 ,1220 ,2021-07-31,Dealer,2 ,2 
946,38,Residential Apartment,Mokila,On Request,52.08,1240 ,1240 ,2021-07-08,Dealer,2 ,2 
947,38,Residential Apartment,Gachibowli,Prestige High Fields,155.0,1742 ,1742 ,2021-08-05,Dealer,3 ,3 
948,38,Residential Apartment,Serlingampally,Fuerzaa Sahasraa,80.0,1156 ,1156 ,2021-08-07,Dealer,2 ,2 
949,38,Residential Apartment,Narsingi,Muppas Aaradhya,89.0,1290 ,1290 ,2021-08-07,Dealer,3 ,3 
950,39,Independent House,Tellapur,Pruthvi Adithya Belmont Greene,325.0,3500 ,3500 ,2021-08-07,Dealer,4 ,4 
951,39,Residential Apartment,Nallagandla,Ramky One Kosmos,120.0,1590 ,1590 ,2021-08-07,Dealer,3 ,3 
952,39,Residential Apartment,Nallagandla,Ramky One Kosmos,120.0,1590 ,1590 ,2021-08-07,Dealer,3 ,3 
953,39,Residential Apartment,Kondapur,Sumadhura Horizon,91.79,1340 ,1340 ,2021-08-07,Dealer,2 ,2 
954,39,Residential Apartment,Gachibowli,Prestige High Field,115.0,1283 ,1283 ,2021-07-28,Dealer,2 ,2 
955,39,Independent House,Yapral,,114.0,1260 ,1260 ,2021-07-29,Dealer,3 ,3 
956,39,Independent House,Defence Colony,,150.0,1629 ,1629 ,2021-07-29,Dealer,4 ,4 
957,39,Independent House,Yapral,,258.0,2403 ,2403 ,2021-04-19,Dealer,8 ,8 
958,39,Residential Apartment,Tellapur,On Request,95.0,1673 ,1673 ,2021-07-31,Dealer,3 ,3 
959,39,Residential Apartment,Machabolaram,Sunrise Residency,54.0,1100 ,1100 ,2021-07-12,Dealer,2 ,2 
960,39,Independent House,Kondapur,Vessella Villas,630.0,2700 ,2700 ,2021-07-30,Dealer,4 ,4 
961,39,Independent House,Jubilee Hills,,0.0,3600 ,3600 ,,Dealer,4 ,4 
962,39,Independent House,Hayathnagar,hayathnagar,140.0,1503 ,1503 ,2021-08-06,Dealer,4 ,5 
963,39,Residential Apartment,Kondapur,onrequest,222.0,2595 ,2595 ,2021-07-31,Dealer,3 ,3 
964,39,Independent House,Narsingi,,601.0,3900 ,3900 ,2021-06-29,Dealer,4 ,4 
965,39,Independent House,Nagaram,,115.0,3000 ,3000 ,2021-07-30,Dealer,2 ,2 
966,39,Residential Apartment,Attapur,Theme Vista,83.0,1310 ,1310 ,2021-07-17,Dealer,2 ,2 
967,39,Residential Apartment,Chandanagar,Anuradha Siri Jewels,98.12,1626 ,1626 ,2021-07-08,Dealer,3 ,3 
968,39,Residential Apartment,Chandanagar,Anuradha Siri Jewels,98.1,1625 ,1625 ,2021-07-08,Dealer,3 ,3 
969,39,Residential Apartment,Chandanagar,Anuradha Siri Jewels,98.01,1664 ,1664 ,2021-06-26,Dealer,3 ,3 
970,39,Independent House,Chaitanyapuri,chaitanyapuri,0.0,296 ,296 ,2021-07-31,Dealer,3 ,3 
971,39,Residential Apartment,Gachibowli,Prestige High Fields,148.0,1492 ,1492 ,2021-07-20,Dealer,2 ,2 
972,39,Independent House,Alwal,,146.0,2800 ,2800 ,2021-08-05,Dealer,5 ,5 
973,39,Independent House,Alwal,,180.0,3100 ,3100 ,2021-08-05,Dealer,5 ,5 
974,39,Independent House,Tellapur,Visions Urjith,0.0,4225 ,4225 ,2021-08-03,Dealer,5 ,5 
975,40,Independent House,Beeramguda,,150.0,1350 ,1350 ,2021-08-06,Dealer,3 ,3 
976,40,Residential Apartment,Puppalaguda,Puppalguda Site,90.0,1500 ,1500 ,2021-08-04,Dealer,3 ,2 
977,40,Residential Apartment,5th Phase KPHB,Lodha Bellezza,450.0,4761 ,4761 ,2021-08-04,Dealer,4 ,7 
978,40,Residential Apartment,Aminpur,aminpur,65.25,1450 ,1450 ,2021-08-03,Dealer,3 ,3 
979,40,Residential Apartment,Gopanpally,skywoods gopanpally,123.0,1980 ,1980 ,2021-08-03,Dealer,3 ,3 
980,40,Residential Apartment,Bachupally,Urbanrise Residences,84.07,1617 ,1617 ,2021-08-02,Dealer,3 ,3 
981,40,Residential Apartment,Bachupally,Urbanrise Residences,57.14,1099 ,1099 ,2021-08-02,Dealer,2 ,2 
982,40,Residential Apartment,Gachibowli,VIVA,0.0,5000 ,5000 ,2021-07-18,Dealer,6 ,7 
983,40,Independent House,Kokapet,Jains Four Seasons,599.0,4150 ,4150 ,2021-07-09,Dealer,4 ,4 
984,40,,Jubilee Hills,On Request,210.0,1700 ,1700 ,2021-07-16,Dealer,3 ,3 
985,40,Independent House,Sainikpuri.,,160.0,1980 ,1980 ,2021-07-17,Dealer,4 ,4 
986,40,Residential Apartment,Panchayatiraj Teachers Colony,on request,72.5,1450 ,1450 ,2021-07-07,Dealer,3 ,3 
987,40,Residential Apartment,Gachibowli,Prestige High Fields,165.0,1742 ,1742 ,2021-07-15,Dealer,3 ,3 
988,40,Residential Apartment,Gachibowli,Prestige High Fields,140.0,1410 ,1410 ,2021-07-15,Dealer,2 ,2 
989,40,Independent House,maple town,,179.0,4000 ,4000 ,2021-07-09,Dealer,4 ,4 
990,40,Residential Apartment,Patancheru,Niladri Nilayam,39.0,1060 ,1060 ,2021-06-16,Dealer,2 ,2 
991,40,Residential Apartment,Bachupally,Gokuls Nandanam,60.44,1099 ,1099 ,,Dealer,2 ,2 
992,40,Independent House,ECIL,,208.0,220 ,220 ,2021-07-17,Dealer,4 ,4 
993,40,Independent House,Hayathnagar,hayathnagar,145.0,1620 ,1620 ,2021-08-06,Dealer,4 ,4 
994,40,Residential Apartment,Alwal,on request,47.0,1055 ,1055 ,2021-08-06,Dealer,2 ,2 
995,40,Residential Apartment,Alwal,hemalatha dwaravati residency,54.0,1175 ,1175 ,2021-07-28,Dealer,2 ,2 
996,40,Residential Apartment,Kondapur,Creative Udaya Cresent,180.0,2200 ,2200 ,2021-08-04,Dealer,3 ,3 
997,40,Residential Apartment,Bachupally,Urbanrise Residences,70.34,1353 ,1353 ,2021-08-02,Dealer,3 ,3 
998,40,Independent House,Yapral,,148.0,1602 ,1602 ,2021-07-29,Dealer,3 ,3 
999,40,Residential Apartment,Shilpa Hills,Meenakshi Sky Lounge,330.0,2705 ,2705 ,2021-07-03,Dealer,3 ,3 
1000,41,Independent House,Narsingi,Aditya Casa Grande,350.0,5607 ,5607 ,2021-08-03,Dealer,4 ,5 
1001,41,Residential Apartment,Champapet,srikhara infra,65.0,1300 ,1300 ,2021-07-30,Dealer,2 ,2 
1002,41,Residential Apartment,Kukatpally,on request,170.0,1740 ,1740 ,2021-07-29,Dealer,3 ,3 
1003,41,Independent House,Gandipet,,0.0,4275 ,4275 ,2021-07-28,Dealer,4 ,5 
1004,41,Independent House,Yapral,yapral,220.0,2403 ,2403 ,2021-07-03,Dealer,3 ,3 
1005,41,Independent House,Kukatpally Housing Board,,340.0,1260 ,1260 ,2021-06-23,Dealer,4 ,4 
1006,41,Independent House,Gachibowli,Rajapushpa Green Dale,735.0,4050 ,4050 ,2021-08-03,Dealer,4 ,6 
1007,41,Independent House,Tellapur,,520.0,414 ,414 ,2021-08-03,Dealer,4 ,6 
1008,41,Residential Apartment,Kondapur,Aparna Serene Park,125.0,1320 ,1320 ,2021-07-30,Dealer,2 ,2 
1009,41,Independent House,Khajaguda,khajaguda,250.0,4050 ,4050 ,2021-07-05,Dealer,5 ,6 
1010,41,Residential Apartment,Narsingi,narsingi,125.0,1314 ,1314 ,2021-07-05,Dealer,2 ,2 
1011,41,Residential Apartment,Gachibowli,Prestige High Fields,130.0,1492 ,1492 ,2021-07-20,Dealer,2 ,2 
1012,41,Independent House,Kollur,Magnas Majestic Meadows,420.0,4225 ,4225 ,2021-07-31,Dealer,4 ,5 
1013,41,Independent House,Anwal,,120.0,1240 ,1240 ,2021-07-27,Dealer,4 ,4 
1014,41,Residential Apartment,Yapral,on request,48.0,1200 ,1200 ,2021-07-13,Dealer,2 ,3 
1015,41,Residential Apartment,Yapral,Yapral,48.0,1202 ,1202 ,2021-07-12,Dealer,2 ,3 
1016,41,Residential Apartment,Yapral,Yapral,48.5,1200 ,1200 ,2021-07-12,Dealer,2 ,2 
1017,41,Independent House,Adikmet,,75.0,100 ,100 ,2021-07-08,Dealer,4 ,4 
1018,41,Residential Apartment,Financial District,Mantri Celestia,89.0,1198 ,1198 ,2021-08-05,Dealer,3 ,3 
1019,41,Residential Apartment,Gachibowli,Prestige High Fields,245.0,2713 ,2713 ,2021-07-07,Dealer,4 ,6 
1020,41,Independent House,Hayathnagar,hayathnagar,145.0,1350 ,1350 ,2021-08-06,Dealer,3 ,4 
1021,41,Residential Apartment,Gachibowli Golden Habitat,Urban Haven,170.0,2200 ,2200 ,2021-07-16,Dealer,3 ,4 
1022,41,Residential Apartment,Navodaya Colony,Bhavyas Tulasi Vanam,77.0,1135 ,1135 ,2021-07-28,Dealer,2 ,2 
1023,41,Residential Apartment,Navodaya Colony,Bhavyas Tulasi Vanam,76.0,1135 ,1135 ,2021-07-28,Dealer,2 ,2 
1024,41,Residential Apartment,Alwal,hemalatha dwaravati residency,65.0,1425 ,1425 ,2021-07-28,Dealer,3 ,3 
1025,42,Residential Apartment,Alwal,hemalatha dwaravati residency,65.0,1425 ,1425 ,2021-07-28,Dealer,3 ,3 
1026,42,Independent House,Anwal,,120.0,1240 ,1240 ,2021-07-27,Dealer,4 ,4 
1027,42,Independent House,Banjara hills,,0.0,4104 ,4104 ,2021-08-04,Dealer,4 ,4 
1028,42,Residential Apartment,Bachupally,Urbanrise Residences,57.14,1099 ,1099 ,2021-08-02,Dealer,2 ,2 
1029,42,Residential Apartment,Kokapet,Vertex Panache,175.0,1965 ,1965 ,2021-06-29,Dealer,3 ,3 
1030,42,Residential Apartment,LB Nagar,Sabari Enclave,57.0,1125 ,1125 ,2021-07-31,Dealer,2 ,2 
1031,42,Independent House,Tellapur,tellapur,610.0,3600 ,3600 ,2021-07-30,Dealer,4 ,5 
1032,42,Residential Apartment,Financial District,financial district,130.0,1275 ,1275 ,2021-07-30,Dealer,2 ,2 
1033,42,Independent House,Tellapur,,470.0,2970 ,2970 ,2021-07-29,Dealer,4 ,5 
1034,42,Independent House,Aushapur,,116.0,2200 ,2200 ,2021-07-26,Dealer,4 ,4 
1035,42,Independent House,Kokapet,Legend Chimes,620.0,2943 ,2943 ,2021-08-04,Dealer,4 ,4 
1036,42,Residential Apartment,Nallagandla,Ramky One Kosmos,115.0,1590 ,1590 ,2021-08-04,Dealer,3 ,3 
1037,42,Residential Apartment,Nallagandla,Ramky One Galaxia,145.0,1860 ,1860 ,2021-08-04,Dealer,3 ,3 
1038,42,Residential Apartment,Kondapur,Indis Viva City,93.14,1433 ,1433 ,2021-08-04,Dealer,2 ,2 
1039,42,Residential Apartment,Kondapur,Indis Viva City,93.14,1433 ,1433 ,2021-08-04,Dealer,2 ,2 
1040,42,Residential Apartment,Gachibowli,Greenmark Mayfair Apartments,93.0,1261 ,1261 ,2021-08-04,Dealer,2 ,2 
1041,42,Residential Apartment,Gachibowli,Greenmark Mayfair Apartments,93.0,1261 ,1261 ,2021-08-04,Dealer,2 ,2 
1042,42,Residential Apartment,Nanakramguda,Sumadhura Acropolis,280.0,2615 ,2615 ,2021-08-03,Dealer,3 ,4 
1043,42,Residential Apartment,Nanakramguda,Sumadhura Acropolis,215.0,2270 ,2270 ,2021-08-03,Dealer,3 ,3 
1044,42,Independent House,Gachibowli,Rajapushpa Green Dale,590.0,400 ,400 ,2021-08-03,Dealer,4 ,6 
1045,42,Independent House,Narsingi,Vessella Meadows,550.0,2772 ,2772 ,2021-08-07,Dealer,4 ,4 
1046,42,Residential Apartment,Nanakramguda,Sumadhura Acropolis,491.0,5230 ,5230 ,2021-07-27,Dealer,4 ,5 
1047,42,Residential Apartment,Nanakramguda,Sumadhura Acropolis,365.0,3850 ,3850 ,2021-07-27,Dealer,3 ,5 
1048,42,Independent House,Gandipet,,250.0,5607 ,5607 ,2021-07-27,Dealer,4 ,4 
1049,42,Residential Apartment,Narsingi,NCC Urban One,136.0,1875 ,1875 ,2021-07-29,Dealer,3 ,4 
1050,43,Residential Apartment,Khajaguda,Aparna Westside Apartments,250.0,2405 ,2405 ,2021-07-24,Dealer,3 ,3 
1051,43,Residential Apartment,Navodaya Colony,Bhavyas Tulasi Vanam,78.0,1136 ,1136 ,2021-07-28,Dealer,2 ,2 
1052,43,Residential Apartment,Singareni Colony,Green View Apartments,60.0,800 ,800 ,2021-06-29,Dealer,2 ,2 
1053,43,Residential Apartment,Gachibowli,Prestige High Fields,175.0,1993 ,1993 ,2021-07-20,Dealer,3 ,3 
1054,43,Residential Apartment,Yapral,yapral,47.5,1200 ,1200 ,2021-06-28,Dealer,2 ,3 
1055,43,Residential Apartment,Kondapur,Sumadhura Horizon,85.63,1250 ,1250 ,2021-08-07,Dealer,2 ,2 
1056,43,Residential Apartment,Hi-Tech City,NCC Urban Gardenia,270.0,3458 ,3458 ,2021-08-02,Dealer,4 ,5 
1057,43,Residential Apartment,Kondapur,Aparna Serene Park,120.0,1295 ,1295 ,2021-07-31,Dealer,2 ,2 
1058,43,Residential Apartment,Kismathpur,Kassay Ishta,47.0,940 ,940 ,2021-07-30,Dealer,2 ,2 
1059,43,Residential Apartment,Kondapur,Aparna Serene Park,179.0,1900 ,1900 ,2021-07-28,Dealer,3 ,3 
1060,43,Residential Apartment,Gachibowli,Prestige High Fields,135.0,1492 ,1492 ,2021-07-20,Dealer,3 ,2 
1061,43,Residential Apartment,Kondapur,golden tulip layout,90.0,1500 ,1500 ,2021-08-06,Dealer,3 ,2 
1062,43,Residential Apartment,Manikonda,Niharika Interlake,190.0,1900 ,1900 ,2021-07-22,Dealer,3 ,3 
1063,43,Independent House,Kondapur,Vessella Villas,630.0,2925 ,2925 ,2021-07-27,Dealer,4 ,4 
1064,43,Independent House,Aushapur,,92.0,2000 ,2000 ,2021-07-26,Dealer,4 ,4 
1065,43,Independent House,Narsingi,,920.0,4630 ,4630 ,2021-05-12,Dealer,4 ,5 
1066,43,Independent House,Alwal,Alwal,125.0,2600 ,2600 ,2021-08-05,Dealer,4 ,4 
1067,43,Residential Apartment,Alwal,Alwal,54.0,1175 ,1175 ,2021-07-27,Dealer,2 ,2 
1068,43,Independent House,Alwal,Alwal,230.0,1500 ,1500 ,2021-07-27,Dealer,8 ,8 
1069,43,Residential Apartment,Kondapur,manikantha heights,69.44,1240 ,1240 ,2021-08-04,Dealer,2 ,2 
1070,43,Residential Apartment,Kondapur,Kondapur,104.0,1680 ,1680 ,2021-08-03,Dealer,3 ,3 
1071,43,Residential Apartment,LB Nagar,Sabari Enclave,54.63,1125 ,1125 ,2021-07-31,Dealer,2 ,2 
1072,43,Independent House,Kondapur,,745.0,3060 ,3060 ,2021-07-05,Dealer,4 ,6 
1073,43,Independent House,Tellapur,,485.0,310 ,310 ,2021-07-05,Dealer,4 ,6 
1074,43,Residential Apartment,Miyapur,Lakshmi Lake Nestars,102.0,1728 ,1728 ,2021-06-14,Dealer,3 ,3 
1075,44,Residential Apartment,Miyapur,Lakshmi Lake Nestars,101.0,1723 ,1723 ,2021-06-14,Dealer,3 ,3 
1076,44,Residential Apartment,5th Phase KPHB,Lodha Meridian,175.0,2259 ,2259 ,2021-07-23,Dealer,3 ,4 
1077,44,Independent House,"Miyapur, Mythri Huda",,250.0,2250 ,2250 ,2021-06-23,Dealer,4 ,4 
1078,44,Independent House,Tellapur,tellapur,460.0,2970 ,2970 ,2021-07-29,Dealer,4 ,5 
1079,44,Residential Apartment,Navodaya Colony,Bhavyas Tulasi Vanam,78.0,1135 ,1135 ,2021-07-12,Dealer,2 ,2 
1080,44,Independent House,Rampally,,22.0,612 ,612 ,,Owner,2 ,0
1081,44,Residential land / Plot,Jawahar nagar,,28.0,450 ,450 ,,Owner,0,0
1082,44,Residential Apartment,Puppalaguda,My Home Avatar,180.0,1834 ,1834 ,,Owner,3 ,3 
1083,44,,"Uppal, Peerjadhiguda",,85.0,2800 ,2800 ,,Owner,3 ,3 
1084,44,Residential Apartment,Dilsukh Nagar,"Vinayaka Residency, Dilsuknagar, Hyderabad",28.0,540 ,540 ,,Owner,1 ,0
1085,44,Residential land / Plot,Aler,Amuga Venture,4.8,1080 ,1080 ,,Owner,0,0
1086,44,Residential Apartment,Kukatpally,prameela residency,28.0,965 ,965 ,,Owner,2 ,2 
1087,44,Residential Apartment,Canara Nagar,Sirihomes,58.0,1550 ,1550 ,,Owner,3 ,3 
1088,44,Residential Apartment,Hi-Tech City,Meenakshi Sky Loung,350.0,3600 ,3600 ,,Owner,4 ,4 
1089,44,Residential land / Plot,Mallampet,Sri Sai Balaji Enclave,90.78,2403 ,2403 ,,Owner,0,0
1090,44,Residential land / Plot,Sangareddy,,14.0,1350 ,1350 ,,Owner,0,0
1091,44,Residential land / Plot,Kanakamamidi,,150.0,9000 ,9000 ,,Owner,0,0
1092,44,Residential Apartment,Beeramguda,Srinivasa Plaza,35.0,1060 ,1060 ,,Owner,2 ,2 
1093,44,Residential Apartment,Gopanpally,Maram Towers A,65.0,1627 ,1627 ,,Owner,3 ,2 
