,Property_Name,Property_Type,Area_in_Sft,Price,Page_No.,bhk,Posted_On
1459,Concrete Harmony,3 BHK Residential Apartment in Vijaya Nagar Colony,"2,125 sq.ft. (197 sq.m.) Carpet Area","₹ 1.4 Cr₹ 6,588/sq.ft.",59,3 BHK3 Baths,"Posted on 04th Aug, 2021 by Owner"
1460,Emerald Heights Hyderabad,3 BHK Residential Apartment in Pocharam,"1,895 sq.ft. (176 sq.m.) Super built-up Area","₹ 69.17 Lac₹ 3,650/sq.ft.",59,3 BHK3 Baths,"Posted on 04th Aug, 2021 by Owner"
1461,,6 BHK Independent Builder Floor in Borabanda,112 sq.ft. (10 sq.m.) Carpet Area,"₹ 1.35 Cr₹ 120,535/sq.ft.",59,6 BHK6 Baths,"Posted on 04th Aug, 2021 by Owner"
1462,,"Residential land / Plot in Vidyanagar Colony, Chandanagar","1,350 sq.ft. (125 sq.m.) Plot Area","₹ 1.2 Cr₹ 8,888/sq.ft.",59,,"Posted on 04th Aug, 2021 by Owner"
1463,Infocity Eyrie,2 BHK Residential Apartment in Chandanagar,"1,385 sq.ft. (129 sq.m.) Carpet Area","₹ 81.28 Lac₹ 5,868/sq.ft.",59,2 BHK2 Baths,"Posted on 04th Aug, 2021 by Owner"
1464,Saibaba Temple,3 Bedroom Independent House in Panjagutta,"4,230 sq.ft. (393 sq.m.) Plot Area","₹ 7.5 Cr₹ 17,730/sq.ft.",59,3 BHK2 Baths,"Posted on 04th Aug, 2021 by Owner"
1465,,5 Bedroom Independent House in Edi Bazaar,900 sq.ft. (84 sq.m.) Plot Area,"₹ 70 Lac₹ 7,778/sq.ft.",59,5 BHK5 Baths,"Posted on 04th Aug, 2021 by Owner"
1466,Green Walk,Residential land / Plot in Patancheru,"7,623 sq.ft. (708 sq.m.) Plot Area",₹ 42.35 Lac₹ 556/sq.ft.,59,,"Posted on 04th Aug, 2021 by Owner"
1467,,16 Bedroom Independent House in Prem Nagar,"1,710 sq.ft. (159 sq.m.) Plot Area","₹ 3.25 Cr₹ 19,006/sq.ft.",59,16 BHK16 Baths,"Posted on 04th Aug, 2021 by Owner"
1468,The nest pranit apsttments,3 BHK Residential Apartment in Srinivasa colony adjacent to pragati nagsr lake.,"1,500 sq.ft. (139 sq.m.) Carpet Area","₹ 85 Lac₹ 5,666/sq.ft.",59,3 BHK3 Baths,"Posted on 04th Aug, 2021 by Owner"
1469,,Residential land / Plot in Langer House,300 sq.ft. (28 sq.m.) Plot Area,"₹ 1.65 Cr₹ 55,000/sq.ft.",59,,"Posted on 04th Aug, 2021 by Owner"
1470,Golf Edge Residences,2 BHK Residential Apartment in Financial District,"1,485 sq.ft. (138 sq.m.) Carpet Area","₹ 1.3 Cr₹ 8,754/sq.ft.",59,2 BHK2 Baths,"Posted on 04th Aug, 2021 by Owner"
1471,Pranith Koncepts,3 BHK Residential Apartment in kondapur aira heights,1 sq.ft. (0 sq.m.) Carpet Area,"₹ 1.03 Cr₹ 10,320,000/sq.ft.",59,3 BHK2 Baths,"Posted on 04th Aug, 2021 by Owner"
1472,Srujana Avenue Apartments,2 BHK Residential Apartment in KTR Colony,985 sq.ft. (92 sq.m.) Carpet Area,"₹ 30 Lac₹ 3,045/sq.ft.",59,2 BHK2 Baths,"Posted on 04th Aug, 2021 by Owner"
1473,Elite Blossom Heights,3 BHK Residential Apartment in Kollur,"2,000 sq.ft. (186 sq.m.) Super built-up Area","₹ 1 Cr₹ 5,000/sq.ft.",59,3 BHK3 Baths,"Posted on 04th Aug, 2021 by Owner"
1474,Fuerzaa Sahasraa,2 BHK Residential Apartment in Serlingampally,"1,156 sq.ft. (107 sq.m.) Carpet Area","₹ 80 Lac₹ 6,920/sq.ft.",59,2 BHK2 Baths,"Posted on 04th Aug, 2021 by Owner"
1475,Prime fortune Venture,2 Bedroom Independent House in Gurramguda,"1,462 sq.ft. (136 sq.m.) Plot Area","₹ 85 Lac₹ 5,813/sq.ft.",60,2 BHK2 Baths,"Posted on 04th Aug, 2021 by Owner"
1476,praneeth pranav zeneeth,2 BHK Residential Apartment in Bachupally,"1,060 sq.ft. (98 sq.m.) Super built-up Area","₹ 65 Lac₹ 6,132/sq.ft.",60,2 BHK2 Baths,"Posted on 04th Aug, 2021 by Owner"
1477,Sanath Nagar CHS,1 BHK Residential Apartment in Moti Nagar,550 sq.ft. (51 sq.m.) Carpet Area,"₹ 26.4 Lac₹ 4,800/sq.ft.",60,1 BHK1 Bath,"Posted on 04th Aug, 2021 by Owner"
1478,,3 BHK Independent Builder Floor in Hafiz Baba Nagar,981 sq.ft. (91 sq.m.) Carpet Area,"₹ 1.7 Cr₹ 17,329/sq.ft.",60,3 BHK2 Baths,"Posted on 04th Aug, 2021 by Owner"
1479,bowenpally,4 BHK Residential Apartment in Bonthapally,"3,000 sq.ft. (279 sq.m.) Carpet Area","₹ 1.3 Cr₹ 4,333/sq.ft.",60,4 BHK4 Baths,"Posted on 04th Aug, 2021 by Dealer"
1480,,Residential land / Plot in Ramanthapur,"2,400 sq.ft. (223 sq.m.) Plot Area","₹ 1.8 Cr₹ 7,500/sq.ft.",60,,"Posted on 04th Aug, 2021 by Owner"
1481,Matrixx Majestic,2 BHK Residential Apartment in Yapral,"1,145 sq.ft. (106 sq.m.) Super built-up Area","₹ 70 Lac₹ 6,113/sq.ft.",60,2 BHK2 Baths,"Posted on 03rd Aug, 2021 by Owner"
1482,,Residential land / Plot in Kollur,"3,312 sq.ft. (308 sq.m.) Plot Area","₹ 1.3 Cr₹ 3,925/sq.ft.",60,,"Posted on 03rd Aug, 2021 by Owner"
1483,Kinetic Celestia,2 BHK Residential Apartment in Serlingampally,"1,126 sq.ft. (105 sq.m.) Carpet Area","₹ 88 Lac₹ 7,815/sq.ft.",60,2 BHK2 Baths,"Posted on 03rd Aug, 2021 by Owner"
1484,SKIL Manasarovar Heights 3,2 BHK Residential Apartment in Rajiv Gandhi Nagar,"1,200 sq.ft. (111 sq.m.) Carpet Area","₹ 72 Lac₹ 6,000/sq.ft.",60,2 BHK2 Baths,"Posted on 03rd Aug, 2021 by Owner"
1485,Aastha Heights M G Infra,3 BHK Residential Apartment in Kondapur,"1,660 sq.ft. (154 sq.m.) Carpet Area","₹ 1.75 Cr₹ 10,542/sq.ft.",60,3 BHK3 Baths,"Posted on 03rd Aug, 2021 by Owner"
1486,ALOOR III VILLAGE,Residential land / Plot in Hyderabad to Bijapur highway chevella,"277,477 sq.ft. (25778 sq.m.) Plot Area",₹ 1.35 Cr₹ 49/sq.ft.,60,,"Posted on 03rd Aug, 2021 by Owner"
1487,JSR Sunctiy Emerald,Residential land / Plot in Yadagirigutta,"1,350 sq.ft. (125 sq.m.) Plot Area",₹ 7.95 Lac₹ 589/sq.ft.,60,,"Posted on 03rd Aug, 2021 by Owner"
1488,Sreenidhi Residency,2 BHK Residential Apartment in Kistareddypet,"1,208 sq.ft. (112 sq.m.) Super built-up Area","₹ 1 Cr₹ 8,278/sq.ft.",60,2 BHK2 Baths,"Posted on 03rd Aug, 2021 by Owner"
1489,Aanandha Meadows,Residential land / Plot in Shadnagar,"1,323 sq.ft. (123 sq.m.) Plot Area",₹ 7 Lac₹ 529/sq.ft.,60,,"Posted on 03rd Aug, 2021 by Owner"
1490,Sri Jagathswapna Sparkle Meadows,Residential land / Plot in Aushapur,"2,160 sq.ft. (201 sq.m.) Plot Area","₹ 30 Lac₹ 1,389/sq.ft.",60,,"Posted on 03rd Aug, 2021 by Owner"
1491,,3 BHK Independent Builder Floor in Krishna Reddy Pet,"3,600 sq.ft. (334 sq.m.) Super built-up Area","₹ 1.5 Cr₹ 4,166/sq.ft.",60,3 BHK3 Baths,"Posted on 03rd Aug, 2021 by Owner"
1492,,Residential land / Plot in Shad nagar,"1,170 sq.ft. (109 sq.m.) Plot Area",₹ 11 Lac₹ 940/sq.ft.,60,,"Posted on 03rd Aug, 2021 by Owner"
1493,Sree Brundavan Appt,3 BHK Residential Apartment in Old safilguda,"1,500 sq.ft. (139 sq.m.) Built-up Area","₹ 85 Lac₹ 5,666/sq.ft.",60,3 BHK2 Baths,"Posted on 03rd Aug, 2021 by Owner"
1494,Splendor Apartments,3 BHK Residential Apartment in Gajulramaram,"1,716 sq.ft. (159 sq.m.) Super built-up Area","₹ 63 Lac₹ 3,671/sq.ft.",60,3 BHK3 Baths,"Posted on 03rd Aug, 2021 by Owner"
1495,,3 Bedroom Independent House in Chengicherla,"1,350 sq.ft. (125 sq.m.) Plot Area","₹ 1.25 Cr₹ 9,259/sq.ft.",60,3 BHK4 Baths,"Posted on 03rd Aug, 2021 by Owner"
1496,"swarnadhama nagar,old bowenpally ",3 BHK Residential Apartment in Dairy Farm Road,"1,497 sq.ft. (139 sq.m.) Carpet Area","₹ 95 Lac₹ 6,346/sq.ft.",60,3 BHK3 Baths,"Posted on 03rd Aug, 2021 by Owner"
1497,Isnapur,Residential land / Plot in Bhanu Enclave,"1,800 sq.ft. (167 sq.m.) Plot Area","₹ 60 Lac₹ 3,333/sq.ft.",60,,"Posted on 03rd Aug, 2021 by Owner"
1498,Prajay Megapolis,3 BHK Residential Apartment in KPHB,"1,695 sq.ft. (157 sq.m.) Super built-up Area","₹ 1.3 Cr₹ 7,669/sq.ft.",60,3 BHK3 Baths,"Posted on 03rd Aug, 2021 by Owner"
1499,Marigold Resident,2 BHK Residential Apartment in Lingampally,"1,150 sq.ft. (107 sq.m.) Super built-up Area","₹ 85 Lac₹ 7,391/sq.ft.",60,2 BHK2 Baths,"Posted on 03rd Aug, 2021 by Owner"
1500,,Residential land / Plot in Lashkar Guda,"1,800 sq.ft. (167 sq.m.) Plot Area","₹ 30 Lac₹ 1,667/sq.ft.",61,,"Posted on 03rd Aug, 2021 by Owner"
1501,SONATA APARTMENT MIYAPUR,3 BHK Independent Builder Floor in Miyapur,"1,271 sq.ft. (118 sq.m.) Built-up Area","₹ 70 Lac₹ 5,507/sq.ft.",61,3 BHK2 Baths,"Posted on 03rd Aug, 2021 by Owner"
1502,,4 Bedroom Independent House in Langer House,"2,403 sq.ft. (223 sq.m.) Plot Area","₹ 1.85 Cr₹ 7,699/sq.ft.",61,4 BHK4 Baths,"Posted on 03rd Aug, 2021 by Owner"
1503,,Residential land / Plot in Shad nagar,"1,485 sq.ft. (138 sq.m.) Plot Area",₹ 11.98 Lac₹ 807/sq.ft.,61,,"Posted on 03rd Aug, 2021 by Owner"
1504,,4 Bedroom Independent House in Nagaram,"2,907 sq.ft. (270 sq.m.) Plot Area","₹ 1.6 Cr₹ 5,504/sq.ft.",61,4 BHK4 Baths,"Posted on 03rd Aug, 2021 by Owner"
1505,Bhashyam Jasmine County,Residential land / Plot in Kothur,"1,800 sq.ft. (167 sq.m.) Plot Area","₹ 30 Lac₹ 1,667/sq.ft.",61,,"Posted on 03rd Aug, 2021 by Owner"
1506,Indis VB City,2 BHK Residential Apartment in Kompally,842 sq.ft. (78 sq.m.) Carpet Area,"₹ 48 Lac₹ 5,700/sq.ft.",61,2 BHK2 Baths,"Posted on 03rd Aug, 2021 by Owner"
1507,kalyanpuri society,5 Bedroom Independent House in Kalyanpuri,"2,000 sq.ft. (186 sq.m.) Plot Area","₹ 2.2 Cr₹ 11,000/sq.ft.",61,5 BHK5 Baths,"Posted on 03rd Aug, 2021 by Owner"
1508,,4 Bedroom Independent House in Gundlapochampalli,290 sq.ft. (27 sq.m.) Plot Area,"₹ 2 Cr₹ 68,965/sq.ft.",61,4 BHK4 Baths,"Posted on 03rd Aug, 2021 by Owner"
1509,Modi Greenwoods,3 BHK Residential Apartment in Yapral,"1,665 sq.ft. (155 sq.m.) Super built-up Area","₹ 60 Lac₹ 3,603/sq.ft.",61,3 BHK3 Baths,"Posted on 03rd Aug, 2021 by Owner"
1510,Pacifica Hillcrest,3 BHK Residential Apartment in Gachibowli,"1,886 sq.ft. (175 sq.m.) Super built-up Area","₹ 1.6 Cr₹ 8,500/sq.ft.",61,3 BHK3 Baths,"Posted on 03rd Aug, 2021 by Owner"
1511,,Residential land / Plot in aparna westron meadows,"1,809 sq.ft. (168 sq.m.) Plot Area","₹ 1 Cr₹ 5,528/sq.ft.",61,,"Posted on 03rd Aug, 2021 by Owner"
1512,Mansabtank,4 BHK Residential Apartment in Opp gardan towrer,"5,000 sq.ft. (465 sq.m.) Built-up Area","₹ 1.75 Cr₹ 3,500/sq.ft.",61,4 BHK4 Baths,"Posted on 02nd Aug, 2021 by Owner"
1513,,Residential land / Plot in Adibatla,"1,998 sq.ft. (186 sq.m.) Plot Area","₹ 45 Lac₹ 2,252/sq.ft.",61,,"Posted on 02nd Aug, 2021 by Owner"
1514,G 2,2 BHK Residential Apartment in Neredmet,"4,995 sq.ft. (464 sq.m.) Super built-up Area","₹ 1.5 Cr₹ 3,003/sq.ft.",61,2 BHK2 Baths,"Posted on 02nd Aug, 2021 by Owner"
1515,Infracity,Residential land / Plot in Kottur,"1,800 sq.ft. (167 sq.m.) Plot Area","₹ 24 Lac₹ 1,333/sq.ft.",61,,"Posted on 02nd Aug, 2021 by Owner"
1516,DRR Anandh Kuteer,Residential land / Plot in Shad nagar,"1,323 sq.ft. (123 sq.m.) Plot Area","₹ 20 Lac₹ 1,512/sq.ft.",61,,"Posted on 02nd Aug, 2021 by Owner"
1517,,Residential land / Plot in Manchala Mandal,"47,916 sq.ft. (4452 sq.m.) Plot Area",₹ 80 Lac₹ 167/sq.ft.,61,,"Posted on 02nd Aug, 2021 by Owner"
1518,,Residential land / Plot in Bhongir,"2,907 sq.ft. (270 sq.m.) Plot Area","₹ 40.8 Lac₹ 1,403/sq.ft.",61,,"Posted on 02nd Aug, 2021 by Owner"
1519,iCity Phase-II Cheguru,"Residential land / Plot in Phase-II Cheguru Village & GP, Nandigama Mandal, RR District","1,800 sq.ft. (167 sq.m.) Plot Area","₹ 20 Lac₹ 1,111/sq.ft.",61,,"Posted on 02nd Aug, 2021 by Owner"
1520,,Residential land / Plot in Granduar Residency,"1,197 sq.ft. (111 sq.m.) Plot Area","₹ 60 Lac₹ 5,012/sq.ft.",61,,"Posted on 02nd Aug, 2021 by Owner"
1521,Al - Shoib Colony,Residential land / Plot in Yerrakunta,"1,350 sq.ft. (125 sq.m.) Plot Area","₹ 32.5 Lac₹ 2,407/sq.ft.",61,,"Posted on 02nd Aug, 2021 by Owner"
1522,TPS COLONY,2 BHK Independent Builder Floor in Rampally,"1,602 sq.ft. (149 sq.m.) Super built-up Area","₹ 79 Lac₹ 4,931/sq.ft.",61,2 BHK3 Baths,"Posted on 02nd Aug, 2021 by Owner"
1523,Agrasen Pride,3 BHK Residential Apartment in Brahmanwadi,"2,060 sq.ft. (191 sq.m.) Super built-up Area","₹ 2.1 Cr₹ 10,194/sq.ft.",61,3 BHK3 Baths,"Posted on 02nd Aug, 2021 by Owner"
1524,Bhramari Enclave,2 BHK Residential Apartment in Kavuri Hills,"1,220 sq.ft. (113 sq.m.) Carpet Area","₹ 95 Lac₹ 7,786/sq.ft.",61,2 BHK2 Baths,"Posted on 02nd Aug, 2021 by Owner"
1525,,2 BHK Independent Builder Floor in Nizampet,"1,230 sq.ft. (114 sq.m.) Carpet Area","₹ 63 Lac₹ 5,121/sq.ft.",62,2 BHK2 Baths,"Posted on 02nd Aug, 2021 by Owner"
1526,,Residential land / Plot in Hayat nagar,"4,113 sq.ft. (382 sq.m.) Plot Area","₹ 2.5 Cr₹ 6,078/sq.ft.",62,,"Posted on 02nd Aug, 2021 by Owner"
1527,Moulaali h b colony,2 BHK Residential Apartment in Krishna nagar,"2,200 sq.ft. (204 sq.m.) Built-up Area","₹ 48.52 Lac₹ 2,205/sq.ft.",62,2 BHK2 Baths,"Posted on 02nd Aug, 2021 by Owner"
1528,BBG True Gold,Residential land / Plot in Shad nagar,"13,140 sq.ft. (1221 sq.m.) Plot Area",₹ 1 Cr₹ 761/sq.ft.,62,,"Posted on 02nd Aug, 2021 by Owner"
1529,,"2 Bedroom Independent House in Virasat Nagar, Aziz Bagh","8,505 sq.ft. (790 sq.m.) Plot Area","₹ 1.05 Cr₹ 1,235/sq.ft.",62,2 BHK2 Baths,"Posted on 02nd Aug, 2021 by Owner"
1530,,2 Bedroom Independent House in 1st Phase KPHB,999 sq.ft. (93 sq.m.) Plot Area,"₹ 2.25 Cr₹ 21,021/sq.ft.",62,2 BHK2 Baths,"Posted on 02nd Aug, 2021 by Owner"
1531,,4 BHK Independent Builder Floor in LB Nagar,"1,350 sq.ft. (125 sq.m.) Super built-up Area","₹ 1.35 Cr₹ 11,852/sq.ft.",62,4 BHK4 Baths,"Posted on 02nd Aug, 2021 by Owner"
1532,Sri Residency,2 Bedroom Independent House in Sai Baba Nagar,900 sq.ft. (84 sq.m.) Carpet Area,"₹ 98 Lac₹ 10,611/sq.ft.",62,2 BHK2 Baths,"Posted on 02nd Aug, 2021 by Owner"
1533,,3 Bedroom Independent House in Gopanapalli Thanda,"1,800 sq.ft. (167 sq.m.) Built-up Area","₹ 4.2 Cr₹ 23,333/sq.ft.",62,3 BHK3 Baths,"Posted on 02nd Aug, 2021 by Owner"
1534,"Race course road, malakpet",1 Bedroom Independent House in Malakpet,747 sq.ft. (69 sq.m.) Plot Area,"₹ 1 Cr₹ 13,387/sq.ft.",62,1 BHK1 Bath,"Posted on 02nd Aug, 2021 by Owner"
1535,,Residential land / Plot in Shamshabad,"1,320 sq.ft. (123 sq.m.) Plot Area","₹ 73.33 Lac₹ 5,555/sq.ft.",62,,"Posted on 02nd Aug, 2021 by Owner"
1536,,5 Bedroom Independent House in Shamshabad,"4,000 sq.ft. (372 sq.m.) Plot Area","₹ 1.6 Cr₹ 4,000/sq.ft.",62,5 BHK4 Baths,"Posted on 02nd Aug, 2021 by Owner"
1537,Shanta sreeram Satellite township,3 BHK Residential Apartment in Jeedimetla,"1,450 sq.ft. (135 sq.m.) Carpet Area","₹ 75 Lac₹ 5,172/sq.ft.",62,3 BHK2 Baths,"Posted on 02nd Aug, 2021 by Owner"
1538,,4 Bedroom Independent House in Shad nagar,"1,800 sq.ft. (167 sq.m.) Plot Area","₹ 1.6 Cr₹ 8,889/sq.ft.",62,4 BHK4 Baths,"Posted on 02nd Aug, 2021 by Owner"
1539,,Residential land / Plot in Shad nagar,"2,196 sq.ft. (204 sq.m.) Plot Area","₹ 24 Lac₹ 1,093/sq.ft.",62,,"Posted on 02nd Aug, 2021 by Owner"
1540,Sark Green Aero Park,Residential land / Plot in Adibatla,"1,872 sq.ft. (174 sq.m.) Plot Area","₹ 34 Lac₹ 1,816/sq.ft.",62,,"Posted on 02nd Aug, 2021 by Owner"
1541,,2 Bedroom Independent House in New maruti nagar,"1,125 sq.ft. (105 sq.m.) Plot Area","₹ 99 Lac₹ 8,800/sq.ft.",62,2 BHK2 Baths,"Posted on 02nd Aug, 2021 by Owner"
1542,,2 BHK Independent Builder Floor in Old Patigadda,900 sq.ft. (84 sq.m.) Built-up Area,"₹ 38 Lac₹ 4,222/sq.ft.",62,2 BHK2 Baths,"Posted on 02nd Aug, 2021 by Owner"
1543,,Residential land / Plot in Adibatla,"1,800 sq.ft. (167 sq.m.) Plot Area","₹ 45 Lac₹ 2,444/sq.ft.",62,,"Posted on 02nd Aug, 2021 by Owner"
1544,,Residential land / Plot in Shad nagar,"1,800 sq.ft. (167 sq.m.) Plot Area",₹ 12.4 Lac₹ 689/sq.ft.,62,,"Posted on 02nd Aug, 2021 by Owner"
1545,SV plots,Residential land / Plot in Shamshabad,"1,260 sq.ft. (117 sq.m.) Plot Area","₹ 32 Lac₹ 2,540/sq.ft.",62,,"Posted on 02nd Aug, 2021 by Owner"
1546,,Residential land / Plot in Anthaipally,"1,500 sq.ft. (139 sq.m.) Plot Area","₹ 18 Lac₹ 1,200/sq.ft.",62,,"Posted on 02nd Aug, 2021 by Owner"
1547,,4 Bedroom Independent House in TurkaYamjal,"2,200 sq.ft. (204 sq.m.) Plot Area","₹ 98 Lac₹ 4,454/sq.ft.",62,4 BHK4 Baths,"Posted on 02nd Aug, 2021 by Owner"
1548,,"5 Bedroom Independent House in Chandrapuri colony, kapra","1,980 sq.ft. (184 sq.m.) Plot Area","₹ 1.9 Cr₹ 9,596/sq.ft.",62,5 BHK5 Baths,"Posted on 02nd Aug, 2021 by Owner"
1549,MADHAPUR,"2 Bedroom Independent House in GUTTALA BEGUMPET, MADHAPUR","1,051 sq.ft. (98 sq.m.) Plot Area","₹ 2.1 Cr₹ 19,980/sq.ft.",62,2 BHK2 Baths,"Posted on 02nd Aug, 2021 by Owner"
1550,,Residential land / Plot in Kadtal,"1,800 sq.ft. (167 sq.m.) Plot Area",₹ 17.42 Lac₹ 968/sq.ft.,63,,"Posted on 02nd Aug, 2021 by Owner"
1551,dream house,2 BHK Residential Apartment in Tolichowki,"1,100 sq.ft. (102 sq.m.) Carpet Area","₹ 1 Cr₹ 9,090/sq.ft.",63,2 BHK2 Baths,"Posted on 02nd Aug, 2021 by Owner"
1552,,6 Bedroom Independent House in Balkampet,675 sq.ft. (63 sq.m.) Plot Area,"₹ 96 Lac₹ 14,222/sq.ft.",63,6 BHK5 Baths,"Posted on 01st Aug, 2021 by Owner"
1553,,4 Bedroom Independent House in himayat nagar street no 1 domulguda,657 sq.ft. (61 sq.m.) Plot Area,"₹ 1.5 Cr₹ 22,831/sq.ft.",63,4 BHK2 Baths,"Posted on 01st Aug, 2021 by Owner"
1554,,4 Bedroom Independent House in Moghalpura,"1,026 sq.ft. (95 sq.m.) Plot Area","₹ 1.3 Cr₹ 12,671/sq.ft.",63,4 BHK4 Baths,"Posted on 01st Aug, 2021 by Owner"
1555,Hariharas Sri Sai Anandamai,3 BHK Residential Apartment in Uppal,"1,268 sq.ft. (118 sq.m.) Carpet Area","₹ 81 Lac₹ 6,388/sq.ft.",63,3 BHK2 Baths,"Posted on 01st Aug, 2021 by Owner"
1556,,Residential land / Plot in Shad nagar,"1,323 sq.ft. (123 sq.m.) Plot Area",₹ 9.55 Lac₹ 722/sq.ft.,63,,"Posted on 01st Aug, 2021 by Owner"
1557,JB Serene City,Residential land / Plot in Adibatla,220 sq.ft. (20 sq.m.) Plot Area,"₹ 44 Lac₹ 20,000/sq.ft.",63,,"Posted on 01st Aug, 2021 by Owner"
1558,Sri Logillu Pudami Phase 8,Residential land / Plot in Bibinagar,"130,491 sq.ft. (12123 sq.m.) Plot Area",₹ 20 Lac₹ 15/sq.ft.,63,,"Posted on 01st Aug, 2021 by Owner"
1559,,Residential land / Plot in Kundanpally,"2,997 sq.ft. (278 sq.m.) Plot Area","₹ 25,000₹ 8/sq.ft.",63,,"Posted on 01st Aug, 2021 by Owner"
1560,,Residential land / Plot in Shad nagar,150 sq.ft. (14 sq.m.) Plot Area,"₹ 12.5 Lac₹ 8,333/sq.ft.",63,,"Posted on 01st Aug, 2021 by Owner"
1561,Gangothri Emerald Heights,Residential land / Plot in Maheshwaram,"2,115 sq.ft. (196 sq.m.) Plot Area","₹ 37.6 Lac₹ 1,778/sq.ft.",63,,"Posted on 31st Jul, 2021 by Owner"
1562,Shathabdhi Silver Castle,Residential land / Plot in Kothur,"2,583 sq.ft. (240 sq.m.) Plot Area","₹ 35.88 Lac₹ 1,389/sq.ft.",63,,"Posted on 31st Jul, 2021 by Owner"
1563,,Residential land / Plot in B.N reddy nagar,"2,700 sq.ft. (251 sq.m.) Plot Area","₹ 2.16 Cr₹ 8,000/sq.ft.",63,,"Posted on 31st Jul, 2021 by Owner"
1564,Sanjanas Courtyard,2 BHK Residential Apartment in Kandlakoya,945 sq.ft. (88 sq.m.) Carpet Area,"₹ 45 Lac₹ 4,761/sq.ft.",63,2 BHK2 Baths,"Posted on 31st Jul, 2021 by Owner"
1565,Sultan Apartment,2 BHK Residential Apartment in Jyothi Nagar,"1,050 sq.ft. (98 sq.m.) Super built-up Area","₹ 35 Lac₹ 3,333/sq.ft.",63,2 BHK2 Baths,"Posted on 31st Jul, 2021 by Owner"
1566,,5 Bedroom Independent House in Beeramguda,"1,548 sq.ft. (144 sq.m.) Plot Area","₹ 2.2 Cr₹ 14,212/sq.ft.",63,5 BHK6 Baths,"Posted on 31st Jul, 2021 by Owner"
1567,Indis VB City,2 BHK Residential Apartment in Kompally,741 sq.ft. (69 sq.m.) Super built-up Area,"₹ 53 Lac₹ 7,152/sq.ft.",63,2 BHK2 Baths,"Posted on 31st Jul, 2021 by Owner"
1568,My Home Vihanga,5 BHK Residential Apartment in Gachibowli,"3,550 sq.ft. (330 sq.m.) Super built-up Area","₹ 3.8 Cr₹ 10,704/sq.ft.",63,5 BHK6 Baths,"Posted on 31st Jul, 2021 by Owner"
1569,vince residency ,2 BHK Residential Apartment in Mallika Arjun Nagar,"1,080 sq.ft. (100 sq.m.) Built-up Area","₹ 55 Lac₹ 5,092/sq.ft.",63,2 BHK2 Baths,"Posted on 31st Jul, 2021 by Owner"
1570,,1 Bedroom Independent House in Ramanthapur,"2,430 sq.ft. (226 sq.m.) Plot Area","₹ 2 Cr₹ 8,230/sq.ft.",63,1 BHK1 Bath,"Posted on 31st Jul, 2021 by Owner"
1571,,5 Bedroom Independent House in Esamiya Bazaar,"1,845 sq.ft. (171 sq.m.) Plot Area","₹ 2.5 Cr₹ 13,550/sq.ft.",63,5 BHK5 Baths,"Posted on 31st Jul, 2021 by Owner"
1572,Sai Shakti Raj Highlands,2 BHK Residential Apartment in Kondapur,"1,050 sq.ft. (98 sq.m.) Super built-up Area","₹ 90 Lac₹ 8,571/sq.ft.",63,2 BHK2 Baths,"Posted on 31st Jul, 2021 by Owner"
1573,,Residential land / Plot in Gowdavalli,"1,611 sq.ft. (150 sq.m.) Plot Area","₹ 40 Lac₹ 2,483/sq.ft.",63,,"Posted on 31st Jul, 2021 by Owner"
1574,Manjeera Diamond Towers,3 BHK Residential Apartment in Gopanpally,"1,754 sq.ft. (163 sq.m.) Super built-up Area","₹ 98 Lac₹ 6,105/sq.ft.",63,3 BHK3 Baths,"Posted on 31st Jul, 2021 by Owner"
1575,Nagaram,"4 Bedroom Independent House in bhavani nagar, Nagaram","1,395 sq.ft. (130 sq.m.) Plot Area","₹ 1.3 Cr₹ 9,319/sq.ft.",64,4 BHK4 Baths,"Posted on 31st Jul, 2021 by Owner"
1576,,2 BHK Independent Builder Floor in 2nd Phase KPHB,60 sq.ft. (6 sq.m.) Carpet Area,"₹ 1.15 Cr₹ 191,666/sq.ft.",64,2 BHK2 Baths,"Posted on 31st Jul, 2021 by Owner"
1577,Vertex Pride,2 BHK Residential Apartment in Kukatpally,"1,190 sq.ft. (111 sq.m.) Super built-up Area","₹ 71.4 Lac₹ 6,000/sq.ft.",64,2 BHK2 Baths,"Posted on 31st Jul, 2021 by Owner"
1578,"Ibrahimpatnam, Pocharam",Residential land / Plot in Uppariguda,"4,500 sq.ft. (418 sq.m.) Plot Area","₹ 70 Lac₹ 1,556/sq.ft.",64,,"Posted on 30th Jul, 2021 by Owner"
1579,,"Residential land / Plot in Kondurg, Shadnagar","1,395 sq.ft. (130 sq.m.) Plot Area",₹ 12 Lac₹ 860/sq.ft.,64,,"Posted on 30th Jul, 2021 by Owner"
1580,,Residential land / Plot in Vijaya puri colony,"1,800 sq.ft. (167 sq.m.) Plot Area","₹ 44 Lac₹ 2,444/sq.ft.",64,,"Posted on 30th Jul, 2021 by Owner"
1581,Spoorthi Onyx,3 BHK Residential Apartment in Bharani Colony,"1,780 sq.ft. (165 sq.m.) Carpet Area","₹ 95 Lac₹ 5,337/sq.ft.",64,3 BHK3 Baths,"Posted on 30th Jul, 2021 by Owner"
1582,,Residential land / Plot in Bhongir,"3,870 sq.ft. (360 sq.m.) Plot Area",₹ 30 Lac₹ 775/sq.ft.,64,,"Posted on 30th Jul, 2021 by Owner"
